ID,Hashtag,User,Message,Created,Lat,Long
837274586097963008,#kids,Lorettia Peters,"#Toys #Love: 5pcs #Kids Baby Roll Drum Musical Instruments Band Kit Children #Toy Gift Set USPS… https://t.co/fHQEoNBx30",1488456791000,,
837274577935941632,#kids,Lindsay AFM,"Free #Printable #Disney Moana #Bingo https://t.co/OxU1rZk7Mf #freebies #kids #kidsgames",1488456789000,,
837274495052177409,#kids,brian wood,"RT @thekydstv: Bike | Scary Incy Wincy Spider | Scary Videos For #Children | Motor Bikes For #Kids
https://t.co/xUVoropIxj
#kidschannel #sc…",1488456770000,,
837274405592043520,#kids,World Warcraft,"RT @kids_lib: Check https://t.co/LWkubN9fAY 6 Ways We Encourage Independent Play via @hellobeedotcom  #parenting ##Kids 
 @SitterDotCom",1488456748000,,
837274367687970817,#kids,brian wood,"RT @kidstvofficial: Baby Bao Panda | #Planets Song | #Nurseryrhymes | #Kids Rhymes | #Children's Song 
https://t.co/hR8J7OoNci
#kidstvsongs…",1488456739000,,
837274341863796736,#kids,Nick Walters,"RT @ImNikaKay: Come say hello to us (@hopsterTV) at the @childcareexpo in #London! #kids #books #tech #apps Get your #free ticket: https://…",1488456733000,,
837274332019699714,#kids,Cat,"Kids went to school as Little Red Riding Hood and the Wolf. Package deal!
837241863270629376,#stpatricks,TheCompleteSavorist,"RT @ehesketh: Check out St.Patrick's Day Recipes & you might even snatch a pot of gold! https://t.co/gd1r7k2djW #stpatricks #recipes #foodi…",1488448990000,,
837237007269134336,#stpatricks,Beer on the Bay,"RT @rstyn: One of the most beautiful churches in the country is right here in #MyErie #stpatricks @CBSNews https://t.co/3xIdUyiSIX",1488447832000,,
837234307924013056,#stpatricks,MaryB,"RT @ehesketh: Check out St.Patrick's Day Recipes & you might even snatch a pot of gold! https://t.co/gd1r7k2djW #stpatricks #recipes #foodi…",1488447188000,,
837231646495539200,#stpatricks,Marybeth: BabySavers,"RT @thatbaldchick: Check it out! 17 Kid Approved #StPatricksDay  Treats https://t.co/biMFSj6wff via @thatbaldchick #StPatricks #kids",1488446554000,,
837228999390658560,#stpatricks,ErieRegionalChamber,"RT @rstyn: One of the most beautiful churches in the country is right here in #MyErie #stpatricks @CBSNews https://t.co/3xIdUyiSIX",1488445923000,,
837223532211818496,#stpatricks,Tanya Dash,"Work place being invaded by leprechauns!! Lol 
#workproject #stpatricks 
https://t.co/lk51MGfFCA",1488444619000,,
837216441644412929,#stpatricks,Jillian Warner,"RT @thatbaldchick: Check it out! 17 Kid Approved #StPatricksDay  Treats https://t.co/biMFSj6wff via @thatbaldchick #StPatricks #kids",1488442929000,,
837215954522144768,#stpatricks,domestic mommyhood,"RT @ehesketh: Check out St.Patrick's Day Recipes & you might even snatch a pot of gold! https://t.co/gd1r7k2djW #stpatricks #recipes #foodi…",1488442812000,,
837213616512319488,#stpatricks,Brian Slawin,"RT @rstyn: One of the most beautiful churches in the country is right here in #MyErie #stpatricks @CBSNews https://t.co/3xIdUyiSIX",1488442255000,,
